,season,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,date
272,Winter,19,0,Wednesday,1,Best,0.18,0.1515,0.47,0.4179,1,82,83,2011-01-12
273,Winter,20,0,Wednesday,1,Best,0.16,0.1364,0.5,0.3284,2,54,56,2011-01-12
274,Winter,21,0,Wednesday,1,Best,0.16,0.1364,0.55,0.3284,0,57,57,2011-01-12
275,Winter,22,0,Wednesday,1,Best,0.16,0.1212,0.55,0.4478,1,32,33,2011-01-12
276,Winter,23,0,Wednesday,1,Best,0.14,0.1061,0.59,0.4179,1,19,20,2011-01-12
277,Winter,0,0,Thursday,1,Best,0.14,0.1212,0.59,0.2836,1,6,7,2011-01-13
278,Winter,1,0,Thursday,1,Best,0.14,0.1212,0.5,0.2836,0,2,2,2011-01-13
279,Winter,2,0,Thursday,1,Best,0.14,0.1212,0.5,0.3582,0,2,2,2011-01-13
280,Winter,3,0,Thursday,1,Best,0.14,0.1212,0.5,0.3284,0,3,3,2011-01-13
281,Winter,4,0,Thursday,1,Best,0.14,0.1212,0.5,0.2537,0,4,4,2011-01-13
282,Winter,5,0,Thursday,1,Best,0.14,0.1212,0.5,0.2985,0,3,3,2011-01-13
283,Winter,6,0,Thursday,1,Best,0.12,0.1515,0.54,0.1343,0,28,28,2011-01-13
284,Winter,7,0,Thursday,1,Best,0.12,0.1515,0.54,0.1343,0,72,72,2011-01-13
285,Winter,8,0,Thursday,1,Best,0.14,0.1364,0.5,0.194,5,197,202,2011-01-13
286,Winter,9,0,Thursday,1,Best,0.14,0.1212,0.5,0.3284,2,137,139,2011-01-13
287,Winter,10,0,Thursday,1,Okay,0.16,0.1364,0.5,0.3582,2,36,38,2011-01-13
288,Winter,11,0,Thursday,1,Okay,0.2,0.1667,0.44,0.4478,4,33,37,2011-01-13
289,Winter,12,0,Thursday,1,Best,0.2,0.1667,0.44,0.4179,3,49,52,2011-01-13
290,Winter,13,0,Thursday,1,Best,0.22,0.197,0.41,0.4478,2,81,83,2011-01-13
291,Winter,14,0,Thursday,1,Best,0.22,0.197,0.41,0.3881,3,39,42,2011-01-13
292,Winter,15,0,Thursday,1,Best,0.24,0.2121,0.38,0.2985,5,55,60,2011-01-13
293,Winter,16,0,Thursday,1,Best,0.24,0.2121,0.38,0.3582,2,76,78,2011-01-13
294,Winter,17,0,Thursday,1,Best,0.2,0.1818,0.4,0.2836,4,158,162,2011-01-13
295,Winter,18,0,Thursday,1,Best,0.2,0.1818,0.4,0.3284,3,141,144,2011-01-13
296,Winter,19,0,Thursday,1,Best,0.16,0.1515,0.47,0.2537,1,98,99,2011-01-13
297,Winter,20,0,Thursday,1,Best,0.16,0.1515,0.47,0.2239,0,64,64,2011-01-13
298,Winter,21,0,Thursday,1,Best,0.14,0.1212,0.46,0.2985,0,40,40,2011-01-13
299,Winter,22,0,Thursday,1,Best,0.14,0.1212,0.46,0.3284,0,30,30,2011-01-13
300,Winter,23,0,Thursday,1,Best,0.12,0.1364,0.5,0.194,1,14,15,2011-01-13
301,Winter,0,0,Friday,1,Best,0.12,0.1364,0.5,0.194,0,14,14,2011-01-14
302,Winter,1,0,Friday,1,Best,0.1,0.1212,0.54,0.1642,0,5,5,2011-01-14
303,Winter,2,0,Friday,1,Best,0.1,0.1212,0.54,0.1343,0,1,1,2011-01-14
304,Winter,3,0,Friday,1,Best,0.1,0.1364,0.54,0.1045,0,1,1,2011-01-14
305,Winter,5,0,Friday,1,Best,0.1,0.1364,0.54,0.0896,0,8,8,2011-01-14
306,Winter,6,0,Friday,1,Best,0.1,0.1818,0.54,0.0,0,17,17,2011-01-14
307,Winter,7,0,Friday,1,Best,0.1,0.1212,0.74,0.1642,0,70,70,2011-01-14
308,Winter,8,0,Friday,1,Best,0.12,0.1667,0.68,0.0,2,156,158,2011-01-14
309,Winter,9,0,Friday,1,Best,0.14,0.1515,0.69,0.1343,0,117,117,2011-01-14
310,Winter,10,0,Friday,1,Best,0.18,0.1818,0.55,0.194,4,40,44,2011-01-14
311,Winter,11,0,Friday,1,Best,0.18,0.1667,0.51,0.2836,6,47,53,2011-01-14
312,Winter,12,0,Friday,1,Best,0.2,0.197,0.44,0.2537,2,59,61,2011-01-14
313,Winter,13,0,Friday,1,Best,0.22,0.197,0.37,0.3881,4,73,77,2011-01-14
314,Winter,14,0,Friday,1,Best,0.22,0.2121,0.41,0.2836,5,59,64,2011-01-14
315,Winter,15,0,Friday,1,Best,0.24,0.2424,0.38,0.1642,9,59,68,2011-01-14
316,Winter,16,0,Friday,1,Best,0.22,0.2424,0.41,0.1045,3,87,90,2011-01-14
317,Winter,17,0,Friday,1,Best,0.22,0.2273,0.41,0.1642,4,155,159,2011-01-14
318,Winter,18,0,Friday,1,Best,0.2,0.2576,0.47,0.0,5,134,139,2011-01-14
319,Winter,19,0,Friday,1,Best,0.16,0.197,0.59,0.0896,3,89,92,2011-01-14
320,Winter,20,0,Friday,1,Best,0.18,0.2424,0.59,0.0,0,68,68,2011-01-14
321,Winter,21,0,Friday,1,Best,0.16,0.2273,0.69,0.0,4,48,52,2011-01-14
322,Winter,22,0,Friday,1,Okay,0.16,0.2273,0.69,0.0,2,34,36,2011-01-14
323,Winter,23,0,Friday,1,Okay,0.18,0.2424,0.55,0.0,1,26,27,2011-01-14
324,Winter,0,0,Saturday,0,Best,0.18,0.2424,0.55,0.0,3,25,28,2011-01-15
325,Winter,1,0,Saturday,0,Okay,0.16,0.197,0.59,0.0896,2,18,20,2011-01-15
326,Winter,2,0,Saturday,0,Okay,0.16,0.197,0.59,0.0896,0,12,12,2011-01-15
327,Winter,3,0,Saturday,0,Okay,0.16,0.2273,0.59,0.0,1,7,8,2011-01-15
328,Winter,4,0,Saturday,0,Okay,0.16,0.2273,0.59,0.0,0,5,5,2011-01-15
329,Winter,5,0,Saturday,0,Best,0.16,0.2273,0.59,0.0,0,1,1,2011-01-15
330,Winter,6,0,Saturday,0,Best,0.14,0.1667,0.63,0.1045,1,2,3,2011-01-15
331,Winter,7,0,Saturday,0,Best,0.14,0.2121,0.63,0.0,1,9,10,2011-01-15
332,Winter,8,0,Saturday,0,Best,0.14,0.1515,0.63,0.1343,1,22,23,2011-01-15
333,Winter,9,0,Saturday,0,Best,0.16,0.1818,0.64,0.1343,2,31,33,2011-01-15
334,Winter,10,0,Saturday,0,Best,0.18,0.197,0.59,0.1642,2,57,59,2011-01-15
335,Winter,11,0,Saturday,0,Best,0.2,0.197,0.55,0.2239,18,54,72,2011-01-15
336,Winter,12,0,Saturday,0,Best,0.24,0.2273,0.48,0.2239,15,74,89,2011-01-15
337,Winter,13,0,Saturday,0,Best,0.28,0.2576,0.38,0.2985,21,80,101,2011-01-15
338,Winter,14,0,Saturday,0,Best,0.3,0.2879,0.39,0.2836,26,92,118,2011-01-15
339,Winter,15,0,Saturday,0,Okay,0.32,0.3182,0.36,0.194,21,108,129,2011-01-15
340,Winter,16,0,Saturday,0,Okay,0.34,0.3333,0.34,0.194,33,95,128,2011-01-15
341,Winter,17,0,Saturday,0,Okay,0.32,0.303,0.36,0.2836,29,54,83,2011-01-15
342,Winter,18,0,Saturday,0,Okay,0.3,0.2879,0.45,0.2537,15,69,84,2011-01-15
343,Winter,19,0,Saturday,0,Okay,0.32,0.303,0.39,0.2537,14,60,74,2011-01-15
344,Winter,20,0,Saturday,0,Okay,0.32,0.303,0.39,0.2537,6,35,41,2011-01-15
345,Winter,21,0,Saturday,0,Okay,0.32,0.303,0.39,0.2239,6,51,57,2011-01-15
346,Winter,22,0,Saturday,0,Okay,0.3,0.3182,0.42,0.1045,0,26,26,2011-01-15
347,Winter,23,0,Saturday,0,Best,0.3,0.2879,0.45,0.2836,5,39,44,2011-01-15
348,Winter,0,0,Sunday,0,Best,0.26,0.303,0.56,0.0,6,33,39,2011-01-16
349,Winter,1,0,Sunday,0,Best,0.26,0.2727,0.56,0.1343,4,19,23,2011-01-16
350,Winter,2,0,Sunday,0,Best,0.26,0.2879,0.56,0.0896,3,13,16,2011-01-16
351,Winter,3,0,Sunday,0,Best,0.22,0.2727,0.69,0.0,9,6,15,2011-01-16
352,Winter,4,0,Sunday,0,Best,0.26,0.2576,0.56,0.1642,0,1,1,2011-01-16
353,Winter,5,0,Sunday,0,Okay,0.26,0.2576,0.56,0.1642,1,1,2,2011-01-16
354,Winter,6,0,Sunday,0,Okay,0.26,0.2576,0.56,0.1642,0,1,1,2011-01-16
355,Winter,7,0,Sunday,0,Okay,0.24,0.2121,0.56,0.2985,0,3,3,2011-01-16
356,Winter,8,0,Sunday,0,Best,0.22,0.2121,0.55,0.2836,0,18,18,2011-01-16
357,Winter,9,0,Sunday,0,Best,0.22,0.2121,0.51,0.2537,3,29,32,2011-01-16
358,Winter,10,0,Sunday,0,Best,0.22,0.2121,0.51,0.2836,8,71,79,2011-01-16
359,Winter,11,0,Sunday,0,Best,0.24,0.2273,0.44,0.2537,23,70,93,2011-01-16
360,Winter,12,0,Sunday,0,Best,0.24,0.2121,0.41,0.2836,29,75,104,2011-01-16
361,Winter,13,0,Sunday,0,Best,0.26,0.2273,0.35,0.2985,23,95,118,2011-01-16
362,Winter,14,0,Sunday,0,Best,0.28,0.2727,0.36,0.2537,22,69,91,2011-01-16
363,Winter,15,0,Sunday,0,Best,0.26,0.2424,0.38,0.2537,35,78,113,2011-01-16
364,Winter,16,0,Sunday,0,Best,0.24,0.2273,0.38,0.2239,22,77,99,2011-01-16
365,Winter,17,0,Sunday,0,Best,0.22,0.2121,0.37,0.2537,23,82,105,2011-01-16
366,Winter,18,0,Sunday,0,Best,0.2,0.2121,0.4,0.1642,11,56,67,2011-01-16
367,Winter,19,0,Sunday,0,Best,0.18,0.197,0.47,0.1343,14,47,61,2011-01-16
368,Winter,20,0,Sunday,0,Best,0.18,0.197,0.47,0.1642,7,50,57,2011-01-16
369,Winter,21,0,Sunday,0,Best,0.18,0.197,0.51,0.1642,6,22,28,2011-01-16
370,Winter,22,0,Sunday,0,Okay,0.2,0.2121,0.49,0.1343,2,19,21,2011-01-16
371,Winter,23,0,Sunday,0,Okay,0.2,0.2273,0.4,0.1045,0,18,18,2011-01-16
372,Winter,0,1,Monday,0,Okay,0.2,0.197,0.47,0.2239,1,16,17,2011-01-17
373,Winter,1,1,Monday,0,Okay,0.2,0.197,0.44,0.194,1,15,16,2011-01-17
374,Winter,2,1,Monday,0,Okay,0.18,0.1667,0.43,0.2537,0,8,8,2011-01-17
375,Winter,3,1,Monday,0,Okay,0.18,0.1818,0.43,0.194,0,2,2,2011-01-17
376,Winter,4,1,Monday,0,Okay,0.18,0.197,0.43,0.1343,1,2,3,2011-01-17
377,Winter,5,1,Monday,0,Okay,0.18,0.197,0.43,0.1642,0,1,1,2011-01-17
378,Winter,6,1,Monday,0,Okay,0.18,0.1818,0.43,0.194,0,5,5,2011-01-17
379,Winter,7,1,Monday,0,Okay,0.16,0.1818,0.5,0.1343,4,9,13,2011-01-17
380,Winter,8,1,Monday,0,Okay,0.16,0.1515,0.47,0.2239,3,30,33,2011-01-17
381,Winter,9,1,Monday,0,Okay,0.16,0.1515,0.47,0.2239,8,39,47,2011-01-17
382,Winter,10,1,Monday,0,Okay,0.16,0.1515,0.5,0.2537,7,50,57,2011-01-17
383,Winter,11,1,Monday,0,Okay,0.16,0.1515,0.55,0.194,9,55,64,2011-01-17
384,Winter,12,1,Monday,0,Okay,0.18,0.197,0.47,0.1343,10,70,80,2011-01-17
385,Winter,13,1,Monday,0,Okay,0.18,0.197,0.47,0.1343,13,80,93,2011-01-17
386,Winter,14,1,Monday,0,Okay,0.18,0.2121,0.43,0.1045,12,74,86,2011-01-17
387,Winter,15,1,Monday,0,Okay,0.2,0.2121,0.47,0.1642,21,72,93,2011-01-17
388,Winter,16,1,Monday,0,Okay,0.2,0.2121,0.47,0.1642,6,76,82,2011-01-17
389,Winter,17,1,Monday,0,Best,0.2,0.197,0.51,0.194,4,67,71,2011-01-17
390,Winter,18,1,Monday,0,Okay,0.18,0.1667,0.55,0.2537,7,85,92,2011-01-17
391,Winter,19,1,Monday,0,Bad,0.18,0.1818,0.59,0.194,2,58,60,2011-01-17
392,Winter,20,1,Monday,0,Bad,0.16,0.1515,0.8,0.194,4,29,33,2011-01-17
393,Winter,21,1,Monday,0,Bad,0.16,0.1515,0.8,0.194,3,24,27,2011-01-17
394,Winter,22,1,Monday,0,Bad,0.14,0.1212,0.93,0.2537,0,13,13,2011-01-17
395,Winter,23,1,Monday,0,Bad,0.16,0.1364,0.86,0.2836,1,3,4,2011-01-17
396,Winter,12,0,Tuesday,1,Okay,0.2,0.1818,0.86,0.3284,0,3,3,2011-01-18
397,Winter,13,0,Tuesday,1,Okay,0.2,0.197,0.86,0.2239,0,22,22,2011-01-18
398,Winter,14,0,Tuesday,1,Okay,0.22,0.2273,0.8,0.1642,2,26,28,2011-01-18
399,Winter,15,0,Tuesday,1,Okay,0.22,0.2273,0.87,0.1642,3,32,35,2011-01-18
400,Winter,16,0,Tuesday,1,Okay,0.22,0.2273,0.87,0.194,0,61,61,2011-01-18
401,Winter,17,0,Tuesday,1,Okay,0.22,0.2273,0.82,0.194,1,124,125,2011-01-18
402,Winter,18,0,Tuesday,1,Okay,0.22,0.2273,0.8,0.1642,1,132,133,2011-01-18
403,Winter,19,0,Tuesday,1,Okay,0.22,0.2273,0.8,0.1343,1,98,99,2011-01-18
404,Winter,20,0,Tuesday,1,Okay,0.22,0.2727,0.87,0.0,0,83,83,2011-01-18
405,Winter,21,0,Tuesday,1,Okay,0.22,0.2424,0.93,0.1045,0,41,41,2011-01-18
406,Winter,22,0,Tuesday,1,Okay,0.22,0.2576,0.93,0.0896,0,33,33,2011-01-18
407,Winter,23,0,Tuesday,1,Okay,0.22,0.2727,0.93,0.0,1,19,20,2011-01-18
408,Winter,0,0,Wednesday,1,Okay,0.22,0.2727,0.93,0.0,0,3,3,2011-01-19
409,Winter,1,0,Wednesday,1,Bad,0.22,0.2273,0.93,0.1343,1,6,7,2011-01-19
410,Winter,2,0,Wednesday,1,Bad,0.22,0.2273,0.93,0.1343,0,3,3,2011-01-19
411,Winter,4,0,Wednesday,1,Bad,0.22,0.2273,0.93,0.1343,1,1,2,2011-01-19
412,Winter,5,0,Wednesday,1,Okay,0.22,0.2576,0.93,0.0896,0,7,7,2011-01-19
413,Winter,6,0,Wednesday,1,Okay,0.22,0.2576,0.93,0.0896,0,32,32,2011-01-19
414,Winter,7,0,Wednesday,1,Okay,0.24,0.2576,0.92,0.1045,1,89,90,2011-01-19
415,Winter,8,0,Wednesday,1,Okay,0.24,0.2576,0.93,0.1045,1,196,197,2011-01-19
416,Winter,9,0,Wednesday,1,Okay,0.24,0.2576,0.93,0.1045,2,107,109,2011-01-19
417,Winter,10,0,Wednesday,1,Okay,0.26,0.2727,0.93,0.1343,1,46,47,2011-01-19
418,Winter,11,0,Wednesday,1,Okay,0.28,0.303,0.87,0.0896,5,47,52,2011-01-19
419,Winter,12,0,Wednesday,1,Okay,0.3,0.3182,0.81,0.0896,5,65,70,2011-01-19
420,Winter,13,0,Wednesday,1,Best,0.4,0.4091,0.62,0.2836,11,67,78,2011-01-19
421,Winter,14,0,Wednesday,1,Best,0.4,0.4091,0.58,0.2537,7,68,75,2011-01-19
422,Winter,15,0,Wednesday,1,Best,0.4,0.4091,0.54,0.2836,4,78,82,2011-01-19
423,Winter,16,0,Wednesday,1,Best,0.38,0.3939,0.58,0.3881,10,94,104,2011-01-19
424,Winter,17,0,Wednesday,1,Best,0.36,0.3333,0.57,0.3284,7,190,197,2011-01-19
425,Winter,18,0,Wednesday,1,Best,0.34,0.3182,0.61,0.2836,5,156,161,2011-01-19
426,Winter,19,0,Wednesday,1,Best,0.32,0.2879,0.57,0.4179,4,108,112,2011-01-19
427,Winter,20,0,Wednesday,1,Best,0.32,0.303,0.49,0.2985,2,74,76,2011-01-19
428,Winter,21,0,Wednesday,1,Best,0.32,0.2879,0.49,0.4179,4,55,59,2011-01-19
429,Winter,22,0,Wednesday,1,Best,0.3,0.303,0.52,0.1642,6,53,59,2011-01-19
430,Winter,23,0,Wednesday,1,Best,0.3,0.2727,0.52,0.4627,1,27,28,2011-01-19
431,Winter,0,0,Thursday,1,Best,0.26,0.2273,0.56,0.3881,5,8,13,2011-01-20
432,Winter,1,0,Thursday,1,Best,0.26,0.2727,0.56,0.0,2,3,5,2011-01-20
433,Winter,2,0,Thursday,1,Best,0.26,0.2727,0.56,0.0,0,2,2,2011-01-20
434,Winter,3,0,Thursday,1,Best,0.26,0.2576,0.56,0.1642,0,1,1,2011-01-20
435,Winter,4,0,Thursday,1,Best,0.26,0.2576,0.56,0.1642,0,1,1,2011-01-20
436,Winter,5,0,Thursday,1,Best,0.24,0.2273,0.6,0.2239,0,6,6,2011-01-20
437,Winter,6,0,Thursday,1,Best,0.22,0.2121,0.6,0.2239,0,35,35,2011-01-20
438,Winter,7,0,Thursday,1,Best,0.22,0.2121,0.55,0.2239,1,100,101,2011-01-20
439,Winter,8,0,Thursday,1,Best,0.22,0.2121,0.55,0.2836,2,247,249,2011-01-20
440,Winter,9,0,Thursday,1,Okay,0.24,0.2273,0.52,0.2239,3,140,143,2011-01-20
441,Winter,10,0,Thursday,1,Best,0.26,0.2273,0.48,0.2985,1,56,57,2011-01-20
442,Winter,11,0,Thursday,1,Okay,0.28,0.2727,0.45,0.1642,5,63,68,2011-01-20
443,Winter,12,0,Thursday,1,Okay,0.3,0.3333,0.42,0.0,7,77,84,2011-01-20
444,Winter,13,0,Thursday,1,Okay,0.28,0.2879,0.45,0.1045,12,86,98,2011-01-20
445,Winter,14,0,Thursday,1,Okay,0.3,0.303,0.45,0.1343,6,75,81,2011-01-20
446,Winter,15,0,Thursday,1,Okay,0.32,0.3182,0.45,0.194,8,62,70,2011-01-20
447,Winter,16,0,Thursday,1,Okay,0.3,0.303,0.49,0.1343,8,83,91,2011-01-20
448,Winter,17,0,Thursday,1,Okay,0.3,0.3182,0.49,0.1045,8,207,215,2011-01-20
449,Winter,18,0,Thursday,1,Okay,0.26,0.2576,0.56,0.194,1,184,185,2011-01-20
450,Winter,19,0,Thursday,1,Best,0.26,0.2273,0.56,0.3284,6,146,152,2011-01-20
451,Winter,20,0,Thursday,1,Okay,0.26,0.2424,0.6,0.2836,2,124,126,2011-01-20
452,Winter,21,0,Thursday,1,Okay,0.24,0.2273,0.6,0.2537,3,54,57,2011-01-20
453,Winter,22,0,Thursday,1,Okay,0.24,0.2121,0.65,0.2836,0,56,56,2011-01-20
454,Winter,23,0,Thursday,1,Okay,0.24,0.2121,0.65,0.3284,3,28,31,2011-01-20
455,Winter,0,0,Friday,1,Okay,0.24,0.2273,0.7,0.2537,1,20,21,2011-01-21
456,Winter,1,0,Friday,1,Okay,0.24,0.2273,0.7,0.2537,0,6,6,2011-01-21
457,Winter,2,0,Friday,1,Bad,0.24,0.2424,0.75,0.1642,0,2,2,2011-01-21
458,Winter,3,0,Friday,1,Bad,0.22,0.2121,0.8,0.2985,0,1,1,2011-01-21
459,Winter,4,0,Friday,1,Okay,0.22,0.2576,0.87,0.0896,0,1,1,2011-01-21
460,Winter,5,0,Friday,1,Best,0.24,0.197,0.6,0.4179,1,4,5,2011-01-21
461,Winter,6,0,Friday,1,Best,0.22,0.2121,0.55,0.2537,0,27,27,2011-01-21
462,Winter,7,0,Friday,1,Best,0.2,0.1818,0.51,0.2836,2,66,68,2011-01-21
463,Winter,8,0,Friday,1,Best,0.2,0.1818,0.47,0.3284,7,210,217,2011-01-21
464,Winter,9,0,Friday,1,Best,0.2,0.1818,0.51,0.3582,7,159,166,2011-01-21
465,Winter,10,0,Friday,1,Best,0.2,0.1667,0.47,0.4627,6,57,63,2011-01-21
466,Winter,11,0,Friday,1,Best,0.22,0.1818,0.41,0.4627,6,53,59,2011-01-21
467,Winter,12,0,Friday,1,Best,0.22,0.1818,0.27,0.5821,11,67,78,2011-01-21
468,Winter,13,0,Friday,1,Best,0.2,0.1515,0.21,0.5821,8,65,73,2011-01-21
469,Winter,14,0,Friday,1,Best,0.2,0.1515,0.25,0.5224,6,56,62,2011-01-21
470,Winter,15,0,Friday,1,Best,0.16,0.1212,0.26,0.4478,4,61,65,2011-01-21
471,Winter,16,0,Friday,1,Best,0.16,0.1364,0.26,0.3582,0,97,97,2011-01-21
472,Winter,17,0,Friday,1,Best,0.14,0.1212,0.28,0.3582,10,151,161,2011-01-21
473,Winter,18,0,Friday,1,Best,0.12,0.1212,0.3,0.2537,1,119,120,2011-01-21
474,Winter,19,0,Friday,1,Best,0.12,0.1061,0.3,0.3284,3,93,96,2011-01-21
475,Winter,20,0,Friday,1,Best,0.1,0.0758,0.33,0.4179,1,52,53,2011-01-21
476,Winter,21,0,Friday,1,Best,0.08,0.0758,0.38,0.2836,0,41,41,2011-01-21
477,Winter,22,0,Friday,1,Best,0.06,0.0303,0.41,0.3881,1,33,34,2011-01-21
478,Winter,23,0,Friday,1,Best,0.06,0.0455,0.38,0.3284,0,27,27,2011-01-21
479,Winter,0,0,Saturday,0,Best,0.04,0.0303,0.45,0.2537,0,13,13,2011-01-22
480,Winter,1,0,Saturday,0,Okay,0.04,0.0,0.41,0.3881,3,9,12,2011-01-22
481,Winter,2,0,Saturday,0,Okay,0.04,0.0303,0.41,0.2537,0,11,11,2011-01-22
482,Winter,3,0,Saturday,0,Okay,0.04,0.0303,0.41,0.2836,1,6,7,2011-01-22
483,Winter,4,0,Saturday,0,Okay,0.02,0.0152,0.48,0.2985,0,3,3,2011-01-22
484,Winter,6,0,Saturday,0,Okay,0.02,0.0303,0.44,0.2239,0,2,2,2011-01-22
485,Winter,7,0,Saturday,0,Best,0.02,0.0152,0.44,0.2836,0,8,8,2011-01-22
486,Winter,8,0,Saturday,0,Best,0.02,0.0,0.44,0.3284,1,26,27,2011-01-22
487,Winter,9,0,Saturday,0,Best,0.04,0.0303,0.41,0.2537,3,37,40,2011-01-22
488,Winter,10,0,Saturday,0,Okay,0.04,0.0606,0.41,0.1642,3,50,53,2011-01-22
489,Winter,11,0,Saturday,0,Okay,0.06,0.0758,0.38,0.1343,4,59,63,2011-01-22
490,Winter,12,0,Saturday,0,Okay,0.06,0.1061,0.38,0.1045,10,60,70,2011-01-22
491,Winter,13,0,Saturday,0,Best,0.08,0.1667,0.35,0.0,12,72,84,2011-01-22
492,Winter,14,0,Saturday,0,Best,0.1,0.1364,0.33,0.1045,11,64,75,2011-01-22
493,Winter,15,0,Saturday,0,Best,0.12,0.1515,0.28,0.0,10,93,103,2011-01-22
494,Winter,16,0,Saturday,0,Best,0.12,0.1364,0.28,0.194,11,72,83,2011-01-22
495,Winter,17,0,Saturday,0,Best,0.12,0.197,0.28,0.0,8,59,67,2011-01-22
496,Winter,18,0,Saturday,0,Best,0.08,0.0909,0.35,0.194,0,54,54,2011-01-22
497,Winter,19,0,Saturday,0,Best,0.08,0.1061,0.35,0.1343,6,53,59,2011-01-22
498,Winter,20,0,Saturday,0,Best,0.06,0.0758,0.45,0.1642,1,44,45,2011-01-22
499,Winter,21,0,Saturday,0,Best,0.06,0.1061,0.41,0.0896,0,39,39,2011-01-22
500,Winter,22,0,Saturday,0,Best,0.06,0.1515,0.49,0.0,7,23,30,2011-01-22
501,Winter,23,0,Saturday,0,Best,0.04,0.0758,0.57,0.1045,2,31,33,2011-01-22
502,Winter,0,0,Sunday,0,Best,0.04,0.0758,0.57,0.1045,2,20,22,2011-01-23
503,Winter,1,0,Sunday,0,Best,0.04,0.0758,0.57,0.1045,1,12,13,2011-01-23
504,Winter,2,0,Sunday,0,Best,0.02,0.0606,0.62,0.1343,3,15,18,2011-01-23
505,Winter,3,0,Sunday,0,Best,0.02,0.0606,0.62,0.1343,1,4,5,2011-01-23
506,Winter,5,0,Sunday,0,Okay,0.04,0.0758,0.57,0.1045,0,3,3,2011-01-23
507,Winter,6,0,Sunday,0,Okay,0.04,0.0758,0.57,0.1045,0,1,1,2011-01-23
508,Winter,7,0,Sunday,0,Best,0.08,0.1061,0.58,0.1642,1,1,2,2011-01-23
509,Winter,8,0,Sunday,0,Best,0.06,0.0758,0.62,0.1642,2,17,19,2011-01-23
510,Winter,9,0,Sunday,0,Best,0.1,0.0758,0.54,0.3582,3,25,28,2011-01-23
511,Winter,10,0,Sunday,0,Best,0.14,0.1061,0.46,0.3881,7,51,58,2011-01-23
512,Winter,11,0,Sunday,0,Best,0.14,0.1364,0.43,0.2239,22,77,99,2011-01-23
513,Winter,12,0,Sunday,0,Best,0.16,0.1212,0.37,0.4627,24,92,116,2011-01-23
514,Winter,13,0,Sunday,0,Best,0.14,0.1061,0.33,0.3881,12,75,87,2011-01-23
515,Winter,14,0,Sunday,0,Best,0.16,0.1364,0.28,0.3582,17,93,110,2011-01-23
516,Winter,15,0,Sunday,0,Best,0.16,0.1364,0.28,0.3582,13,64,77,2011-01-23
517,Winter,16,0,Sunday,0,Best,0.16,0.1364,0.26,0.3284,9,56,65,2011-01-23
518,Winter,17,0,Sunday,0,Best,0.14,0.1061,0.26,0.3881,5,50,55,2011-01-23
519,Winter,18,0,Sunday,0,Best,0.12,0.1212,0.3,0.2537,5,44,49,2011-01-23
520,Winter,19,0,Sunday,0,Best,0.12,0.1212,0.3,0.2836,5,45,50,2011-01-23
521,Winter,20,0,Sunday,0,Best,0.1,0.1061,0.36,0.2537,4,31,35,2011-01-23
522,Winter,21,0,Sunday,0,Best,0.1,0.1061,0.36,0.194,5,20,25,2011-01-23
523,Winter,22,0,Sunday,0,Best,0.08,0.0909,0.38,0.194,5,23,28,2011-01-23
524,Winter,23,0,Sunday,0,Best,0.06,0.0606,0.41,0.2239,4,17,21,2011-01-23
525,Winter,0,0,Monday,1,Best,0.06,0.0606,0.41,0.194,0,7,7,2011-01-24
526,Winter,1,0,Monday,1,Best,0.04,0.0455,0.45,0.194,0,1,1,2011-01-24
527,Winter,3,0,Monday,1,Best,0.04,0.0303,0.45,0.2537,0,1,1,2011-01-24
528,Winter,4,0,Monday,1,Best,0.02,0.0606,0.48,0.1343,0,1,1,2011-01-24
529,Winter,5,0,Monday,1,Best,0.02,0.0606,0.48,0.1343,0,5,5,2011-01-24
530,Winter,6,0,Monday,1,Best,0.02,0.0758,0.48,0.0896,0,15,15,2011-01-24
531,Winter,7,0,Monday,1,Best,0.02,0.1212,0.48,0.0,5,79,84,2011-01-24
532,Winter,8,0,Monday,1,Best,0.04,0.1364,0.49,0.0,6,171,177,2011-01-24
533,Winter,9,0,Monday,1,Best,0.06,0.1515,0.41,0.0,4,98,102,2011-01-24
534,Winter,10,0,Monday,1,Best,0.1,0.1364,0.42,0.0,6,34,40,2011-01-24
535,Winter,11,0,Monday,1,Best,0.1,0.1212,0.46,0.1343,3,43,46,2011-01-24
536,Winter,12,0,Monday,1,Okay,0.12,0.1364,0.42,0.194,11,52,63,2011-01-24
537,Winter,13,0,Monday,1,Okay,0.14,0.1364,0.43,0.2239,6,54,60,2011-01-24
538,Winter,14,0,Monday,1,Okay,0.14,0.1364,0.46,0.2239,2,43,45,2011-01-24
539,Winter,15,0,Monday,1,Best,0.16,0.1667,0.4,0.1642,7,50,57,2011-01-24
540,Winter,16,0,Monday,1,Best,0.16,0.1515,0.47,0.2537,4,66,70,2011-01-24
541,Winter,17,0,Monday,1,Best,0.14,0.1212,0.5,0.2537,6,178,184,2011-01-24
542,Winter,18,0,Monday,1,Best,0.14,0.1364,0.59,0.194,8,145,153,2011-01-24
543,Winter,19,0,Monday,1,Best,0.14,0.1515,0.54,0.1642,5,101,106,2011-01-24
544,Winter,20,0,Monday,1,Best,0.14,0.1364,0.59,0.194,1,80,81,2011-01-24
545,Winter,21,0,Monday,1,Best,0.14,0.1515,0.63,0.1642,6,53,59,2011-01-24
